Planet Number,Epoch,T0 Observed,Model Prediction,CTT Residuals
0,205,,2489.6587093319154,
0,206,,2493.724032516095,
0,207,,2497.7892780397883,
0,208,,2501.8544459029963,
0,209,,2505.9195361057177,
0,210,,2509.9845486479535,
0,211,,2514.0494835297036,
0,212,,2518.1143407509676,
0,213,,2522.1791203117455,
0,214,,2526.2438222120377,
0,215,,2530.308446451844,
0,216,,2534.3729930311642,
0,217,,2538.4374619499986,
0,218,,2542.501853208347,
0,219,,2546.56616680621,
0,220,,2550.6304027435863,
0,221,,2554.6945610204775,
0,222,,2558.758641636882,
0,223,,2562.822644592801,
0,224,,2566.886569888234,
0,225,,2570.9504175231814,
0,226,,2575.0141874976425,
0,227,,2579.077879811618,
0,228,,2583.1414944651074,
0,229,,2587.2050314581106,
0,230,,2591.268490790628,
0,231,,2595.33187246266,
0,232,,2599.3951764742064,
0,233,,2603.4584028252657,
0,234,,2607.52155151584,
0,235,,2611.584622545928,
0,236,,2615.6476159155304,
0,237,,2619.7105316246466,
0,238,,2623.7733696732766,
0,239,,2627.836130061421,
0,240,,2631.89881278908,
0,241,,2635.9614178562524,
0,242,,2640.023945262939,
0,243,,2644.0863950091402,
0,244,,2648.1487670948545,
0,245,,2652.211061520084,
0,246,,2656.273278284827,
0,247,,2660.3354173890843,
0,248,,2664.3974788328555,
0,249,,2668.4594626161406,
0,250,,2672.52136873894,
0,251,,2676.583197201254,
0,252,,2680.6449480030815,
0,253,,2684.706621144423,
0,254,,2688.7682166252794,
0,255,,2692.8297344456487,
0,256,,2696.8911746055333,
0,257,,2700.952537104931,
0,258,,2705.0138219438436,
0,259,,2709.0750291222694,
0,260,,2713.13615864021,
0,261,,2717.1972104976644,
0,262,,2721.258184694633,
0,263,,2725.319081231116,
0,264,,2729.3799001071125,
0,265,,2733.4406413226234,
0,266,,2737.501304877648,
0,267,,2741.5618907721873,
0,268,,2745.6223990062404,
0,269,,2749.6828295798077,
0,270,,2753.7431824928885,
0,271,,2757.8034577454846,
0,272,,2761.863655337594,
0,273,,2765.9237752692175,
0,274,,2769.983817540355,
0,275,,2774.043782151007,
0,276,,2778.1036691011727,
0,277,,2782.1634783908526,
0,278,,2786.223210020047,
0,279,,2790.282863988755,
0,280,,2794.342440296977,
0,281,,2798.401938944713,
0,282,,2802.461359931964,
0,283,,2806.5207032587277,
0,284,,2810.579968925007,
0,285,,2814.6391569308,
0,286,,2818.6982672761064,
0,287,,2822.757299960927,
0,288,,2826.8162549852623,
0,289,,2830.875132349111,
0,290,,2834.933932052474,
0,291,,2838.992654095352,
0,292,,2843.051298477743,
0,293,,2847.1098651996485,
0,294,,2851.1683542610676,
0,295,,2855.2267656620015,
0,296,,2859.2850994024493,
0,297,,2863.343355482411,
0,298,,2867.401533901887,
0,299,,2871.459634660877,
0,300,,2875.5176577593807,
0,301,,2879.575603197399,
0,302,,2883.6334709749317,
0,303,,2887.6912610919776,
0,304,,2891.7489735485383,
0,305,,2895.8066083446124,
0,306,,2899.8641654802013,
0,307,,2903.9216449553037,
0,308,,2907.979046769921,
0,309,,2912.0363709240514,
0,310,,2916.093617417697,
0,311,,2920.1507862508556,
0,312,,2924.2078774235288,
0,313,,2928.264890935716,
0,314,,2932.321826787417,
0,315,,2936.3786849786334,
0,316,,2940.435465509362,
0,317,,2944.4921683796065,
0,318,,2948.5487935893634,
0,319,,2952.6053411386356,
0,320,,2956.661811027421,
0,321,,2960.7182032557216,
0,322,,2964.7745178235355,
0,323,,2968.8307547308636,
0,324,,2972.886913977706,
0,325,,2976.942995564062,
0,326,,2980.998999489933,
0,327,,2985.054925755317,
0,328,,2989.1107743602165,
0,329,,2993.1665453046285,
0,330,,2997.2222385885557,
0,331,,3001.2778542119963,
0,332,,3005.3333921749518,
0,333,,3009.3888524774206,
0,334,,3013.444235119404,
0,335,,3017.499540100901,
0,336,,3021.5547674219124,
0,337,,3025.6099170824377,
0,338,,3029.6649890824774,
0,339,,3033.7199834220314,
0,340,,3037.774900101099,
0,341,,3041.829739119681,
0,342,,3045.8845004777763,
0,343,,3049.939184175387,
0,344,,3053.9937902125107,
0,345,,3058.048318589149,
0,346,,3062.1027693053015,
0,347,,3066.1571423609676,
0,348,,3070.2114377561484,
0,349,,3074.2656554908426,
0,350,,3078.319795565051,
0,351,,3082.373857978774,
0,352,,3086.4278427320114,
0,353,,3090.4817498247617,
0,354,,3094.535579257027,
0,355,,3098.589331028806,
0,356,,3102.6430051400994,
0,357,,3106.696601590907,
0,358,,3110.750120381228,
0,359,,3114.8035615110634,
0,360,,3118.856924980413,
0,361,,3122.910210789277,
0,362,3126.926823932069,3126.9634189376548,-0.03659500558569562
0,363,3130.991965621669,3131.016549425547,-0.024583803878158506
0,364,3135.058797881479,3135.0696022529523,-0.01080437147311386
0,365,,3139.122577419873,
0,366,3143.1951446755847,3143.1754749263064,0.01966974927836418
0,367,3147.2693548394127,3147.228294772255,0.04106006715755939
